customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
CS2844,189,11,740,1,1,2,112
CS2845,73,27,1829,2,5,5,255
CS2846,7,19,1283,5,3,3,533
CS2847,96,21,1493,2,4,4,244
CS2848,66,19,1331,3,3,3,333
CS2849,66,21,1301,3,4,3,343
CS2850,26,17,1131,4,2,3,423
CS2851,181,19,1392,1,3,4,134
CS2852,153,16,1151,1,2,3,123
CS2853,41,25,1779,3,5,5,355
CS2854,17,23,1564,5,4,4,544
CS2855,91,19,1346,2,3,4,234
CS2856,59,21,1448,3,4,4,344
CS2857,136,15,1095,1,2,2,122
CS2858,49,23,1555,3,4,4,344
CS2859,17,13,792,5,1,2,512
CS2860,172,21,1356,1,4,4,144
CS2861,10,14,1082,5,1,2,512
CS2862,23,24,1734,4,5,5,455
CS2863,133,25,1716,1,5,5,155
CS2864,56,23,1442,3,4,4,344
CS2865,37,25,1868,4,5,5,455
CS2866,17,22,1488,5,4,4,544
CS2867,21,21,1464,4,4,4,444
CS2868,48,20,1507,3,3,4,334
CS2869,27,21,1452,4,4,4,444
CS2870,47,24,1670,3,5,5,355
CS2871,145,29,2124,1,5,5,155
CS2872,1,22,1674,5,4,5,545
CS2873,16,29,2045,5,5,5,555
CS2874,70,14,930,3,1,2,312
CS2875,20,15,1007,4,2,2,422
CS2876,15,21,1369,5,4,4,544
CS2877,1,24,1677,5,5,5,555
CS2878,71,23,1610,3,4,5,345
CS2879,86,15,1028,2,2,2,222
CS2880,79,20,1482,2,3,4,234
CS2881,178,26,1801,1,5,5,155
CS2882,234,11,781,1,1,2,112
CS2883,182,21,1658,1,4,5,145
CS2884,0,21,1399,5,4,4,544
CS2885,30,28,1781,4,5,5,455
CS2886,104,16,897,2,2,2,222
CS2887,34,25,1527,4,5,4,454
CS2888,191,24,1792,1,5,5,155
CS2889,36,22,1536,4,4,4,444
CS2890,68,19,1308,3,3,3,333
CS2891,56,24,1823,3,5,5,355
CS2892,174,17,1181,1,2,3,123
CS2893,5,24,1724,5,5,5,555
CS2894,17,19,1377,5,3,4,534
CS2895,18,21,1304,4,4,3,443
CS2896,48,24,1845,3,5,5,355
CS2897,27,16,1188,4,2,3,423
CS2898,34,21,1336,4,4,3,443
CS2899,14,24,1673,5,5,5,555
CS2900,10,26,1954,5,5,5,555
CS2901,190,19,1259,1,3,3,133
CS2902,109,28,1961,2,5,5,255
CS2903,153,17,1289,1,2,3,123
CS2904,6,25,1869,5,5,5,555
CS2905,86,17,1185,2,2,3,223
CS2906,57,27,1935,3,5,5,355
CS2907,32,29,2039,4,5,5,455
CS2908,65,16,1061,3,2,2,322
CS2909,32,19,1412,4,3,4,434
CS2910,11,23,1345,5,4,3,543
CS2911,34,21,1511,4,4,4,444
CS2912,85,20,1361,2,3,4,234
CS2913,214,21,1490,1,4,4,144
CS2914,87,26,1792,2,5,5,255
CS2915,85,24,1749,2,5,5,255
CS2916,63,21,1514,3,4,4,344
CS2917,1,20,1474,5,3,4,534
CS2918,9,24,1741,5,5,5,555
CS2919,20,18,1313,4,3,3,433
CS2920,7,21,1419,5,4,4,544
CS2921,53,16,1044,3,2,2,322
CS2922,5,15,977,5,2,2,522
CS2923,195,13,966,1,1,2,112
CS2924,5,21,1459,5,4,4,544
CS2925,2,14,997,5,1,2,512
CS2926,25,14,986,4,1,2,412
CS2927,13,25,1581,5,5,4,554
CS2928,140,17,1243,1,2,3,123
CS2929,0,22,1449,5,4,4,544
CS2930,48,26,1955,3,5,5,355
CS2931,5,21,1550,5,4,4,544
CS2932,111,18,1228,2,3,3,233
CS2933,160,13,900,1,1,2,112
CS2934,17,17,1227,5,2,3,523
CS2935,10,21,1388,5,4,4,544
CS2936,62,13,813,3,1,2,312
CS2937,14,20,1394,5,3,4,534
CS2938,93,30,2039,2,5,5,255
CS2939,24,17,1227,4,2,3,423
CS2940,87,21,1334,2,4,3,243
CS2941,312,13,1077,1,1,2,112
CS2942,70,17,1246,3,2,3,323
CS2943,10,19,1306,5,3,3,533
CS2944,224,17,1239,1,2,3,123
CS2945,8,26,1911,5,5,5,555
CS2946,11,31,2238,5,5,5,555
CS2947,129,19,1348,1,3,4,134
CS2948,195,17,1199,1,2,3,123
CS2949,101,24,1581,2,5,4,254
CS2950,47,16,1072,3,2,2,322
CS2951,197,32,2382,1,5,5,155
CS2952,43,25,1691,3,5,5,355
CS2953,53,17,1093,3,2,2,322
CS2954,48,17,1404,3,2,4,324
CS2955,29,17,1191,4,2,3,423
CS2956,6,29,2050,5,5,5,555
CS2957,63,19,1251,3,3,3,333
CS2958,106,13,778,2,1,2,212
CS2959,14,16,1124,5,2,3,523
CS2960,35,16,1178,4,2,3,423
CS2961,53,30,2183,3,5,5,355
CS2962,0,23,1639,5,4,5,545
CS2963,81,16,1109,2,2,3,223
CS2964,96,21,1363,2,4,4,244
CS2965,162,13,793,1,1,2,112
CS2966,193,18,1143,1,3,3,133
CS2967,0,21,1425,5,4,4,544
CS2968,52,24,1649,3,5,5,355
CS2969,9,18,1314,5,3,3,533
CS2970,9,21,1496,5,4,4,544
CS2971,188,16,1029,1,2,2,122
CS2972,201,19,1301,1,3,3,133
CS2973,186,19,1317,1,3,3,133
CS2974,81,19,1368,2,3,4,234
CS2975,54,22,1387,3,4,4,344
CS2976,203,14,897,1,1,2,112
CS2977,10,21,1490,5,4,4,544
CS2978,119,20,1470,2,3,4,234
CS2979,2,20,1398,5,3,4,534
CS2980,167,21,1562,1,4,4,144
CS2981,108,18,1369,2,3,4,234
CS2982,82,22,1543,2,4,4,244
CS2983,11,23,1524,5,4,4,544
CS2984,51,29,1955,3,5,5,355
CS2985,226,16,1133,1,2,3,123
CS2986,80,25,1720,2,5,5,255
CS2987,88,20,1508,2,3,4,234
CS2988,18,22,1543,4,4,4,444
CS2989,9,26,1702,5,5,5,555
CS2990,94,27,1765,2,5,5,255
CS2991,7,22,1568,5,4,4,544
CS2992,169,16,1031,1,2,2,122
CS2993,73,16,1190,2,2,3,223
CS2994,42,22,1470,3,4,4,344
CS2995,39,14,794,4,1,2,412
CS2996,97,25,1719,2,5,5,255
CS2997,109,21,1503,2,4,4,244
CS2998,34,21,1456,4,4,4,444
CS2999,149,19,1262,1,3,3,133
CS3000,8,20,1379,5,3,4,534
CS3001,234,15,1193,1,2,3,123
CS3002,43,22,1394,3,4,4,344
CS3003,26,17,1213,4,2,3,423
CS3004,1,24,1939,5,5,5,555
CS3005,64,23,1740,3,4,5,345
CS3006,13,24,1732,5,5,5,555
CS3007,283,16,1127,1,2,3,123
CS3008,31,24,1788,4,5,5,455
CS3009,7,14,895,5,1,2,512
CS3010,0,26,1862,5,5,5,555
CS3011,92,28,1890,2,5,5,255
CS3012,41,24,1688,3,5,5,355
CS3013,7,35,2259,5,5,5,555
CS3014,80,23,1641,2,4,5,245
CS3015,12,24,1601,5,5,5,555
CS3016,325,9,634,1,1,1,111
CS3017,256,19,1424,1,3,4,134
CS3018,288,19,1190,1,3,3,133
CS3019,43,23,1593,3,4,5,345
CS3020,10,23,1486,5,4,4,544
CS3021,73,13,871,2,1,2,212
CS3022,58,21,1469,3,4,4,344
CS3023,71,19,1242,3,3,3,333
CS3024,130,24,1738,1,5,5,155
CS3025,78,13,960,2,1,2,212
CS3026,34,21,1409,4,4,4,444
CS3027,35,19,1345,4,3,3,433
CS3028,14,31,2214,5,5,5,555
CS3029,72,24,1705,3,5,5,355
CS3030,44,23,1579,3,4,4,344
CS3031,25,20,1407,4,3,4,434
CS3032,11,17,1305,5,2,3,523
CS3033,127,14,981,2,1,2,212
CS3034,84,22,1555,2,4,4,244
CS3035,125,20,1365,2,3,4,234
CS3036,28,23,1587,4,4,4,444
CS3037,51,21,1324,3,4,3,343
CS3038,28,17,1283,4,2,3,423
CS3039,24,17,1296,4,2,3,423
CS3040,20,17,1266,4,2,3,423
CS3041,5,22,1397,5,4,4,544
CS3042,34,14,936,4,1,2,412
CS3043,104,17,1154,2,2,3,223
CS3044,4,22,1576,5,4,4,544
CS3045,59,18,1351,3,3,4,334
CS3046,62,22,1631,3,4,5,345
CS3047,68,25,1729,3,5,5,355
CS3048,46,11,693,3,1,2,312
CS3049,14,21,1333,5,4,3,543
CS3050,100,20,1206,2,3,3,233
CS3051,113,19,1375,2,3,4,234
CS3052,40,26,1811,3,5,5,355
CS3053,61,15,1311,3,2,3,323
CS3054,21,14,1028,4,1,2,412
CS3055,61,21,1542,3,4,4,344
CS3056,126,17,1169,2,2,3,223
CS3057,101,13,924,2,1,2,212
CS3058,12,25,1810,5,5,5,555
CS3059,89,18,1349,2,3,4,234
CS3060,108,24,1763,2,5,5,255
CS3061,62,23,1749,3,4,5,345
CS3062,57,21,1546,3,4,4,344
CS3063,105,14,919,2,1,2,212
CS3064,381,22,1425,1,4,4,144
CS3065,129,16,967,1,2,2,122
CS3066,82,19,1273,2,3,3,233
CS3067,17,22,1450,5,4,4,544
CS3068,54,18,1181,3,3,3,333
CS3069,47,22,1487,3,4,4,344
CS3070,50,21,1433,3,4,4,344
CS3071,22,23,1642,4,4,5,445
CS3072,59,18,1154,3,3,3,333
CS3073,31,27,1940,4,5,5,455
CS3074,67,22,1794,3,4,5,345
CS3075,3,19,1261,5,3,3,533
CS3076,23,21,1605,4,4,5,445
CS3077,70,29,1977,3,5,5,355
CS3078,6,17,1021,5,2,2,522
CS3079,133,24,1535,1,5,4,154
CS3080,13,24,1596,5,5,5,555
CS3081,91,21,1472,2,4,4,244
CS3082,79,21,1400,2,4,4,244
CS3083,73,17,1069,2,2,2,222
CS3084,301,12,904,1,1,2,112
CS3085,115,23,1618,2,4,5,245
CS3086,40,23,1561,3,4,4,344
CS3087,79,16,1007,2,2,2,222
CS3088,194,16,1106,1,2,3,123
CS3089,113,14,1050,2,1,2,212
CS3090,80,18,1198,2,3,3,233
CS3091,159,14,881,1,1,2,112
CS3092,84,21,1594,2,4,5,245
CS3093,28,21,1383,4,4,4,444
CS3094,271,15,1121,1,2,3,123
CS3095,132,24,1634,1,5,5,155
CS3096,51,18,1325,3,3,3,333
CS3097,167,19,1296,1,3,3,133
CS3098,204,21,1359,1,4,4,144
CS3099,109,17,1112,2,2,3,223
CS3100,13,18,1437,5,3,4,534
CS3101,7,30,2106,5,5,5,555
CS3102,115,14,1031,2,1,2,212
CS3103,3,16,1006,5,2,2,522
CS3104,156,17,1174,1,2,3,123
CS3105,23,21,1432,4,4,4,444
CS3106,148,18,1270,1,3,3,133
CS3107,29,17,1233,4,2,3,423
CS3108,267,16,1032,1,2,2,122
CS3109,7,20,1402,5,3,4,534
CS3110,121,19,1279,2,3,3,233
CS3111,210,21,1644,1,4,5,145
CS3112,120,20,1225,2,3,3,233
CS3113,118,12,937,2,1,2,212
CS3114,171,18,1173,1,3,3,133
CS3115,20,15,1074,4,2,2,422
CS3116,22,25,1918,4,5,5,455
CS3117,134,23,1562,1,4,4,144
CS3118,14,22,1436,5,4,4,544
CS3119,68,22,1642,3,4,5,345
CS3120,47,12,808,3,1,2,312
CS3121,6,23,1694,5,4,5,545
CS3122,31,23,1519,4,4,4,444
CS3123,13,23,1543,5,4,4,544
CS3124,119,19,1335,2,3,3,233
CS3125,69,14,1116,3,1,3,313
CS3126,156,20,1304,1,3,3,133
CS3127,0,26,1665,5,5,5,555
CS3128,87,23,1472,2,4,4,244
CS3129,6,27,1894,5,5,5,555
CS3130,21,24,1674,4,5,5,455
CS3131,6,28,2060,5,5,5,555
CS3132,4,22,1719,5,4,5,545
CS3133,208,14,892,1,1,2,112
CS3134,141,19,1203,1,3,3,133
CS3135,136,16,1097,1,2,3,123
CS3136,67,24,1629,3,5,5,355
CS3137,6,17,1201,5,2,3,523
CS3138,140,16,999,1,2,2,122
CS3139,13,23,1673,5,4,5,545
CS3140,206,12,852,1,1,2,112
CS3141,46,25,1772,3,5,5,355
CS3142,29,19,1463,4,3,4,434
CS3143,43,23,1432,3,4,4,344
CS3144,31,25,1808,4,5,5,455
CS3145,28,21,1339,4,4,3,443
CS3146,6,18,1316,5,3,3,533
CS3147,158,17,1211,1,2,3,123
CS3148,273,20,1474,1,3,4,134
CS3149,47,12,783,3,1,2,312
CS3150,18,16,1149,4,2,3,423
CS3151,73,18,1275,2,3,3,233
CS3152,91,15,924,2,2,2,222
CS3153,158,18,1331,1,3,3,133
CS3154,98,22,1478,2,4,4,244
CS3155,61,25,1858,3,5,5,355
CS3156,129,24,1624,1,5,5,155
CS3157,56,22,1686,3,4,5,345
CS3158,111,17,1229,2,2,3,223
CS3159,40,20,1462,3,3,4,334
CS3160,117,16,1019,2,2,2,222
CS3161,63,18,1253,3,3,3,333
CS3162,16,17,998,5,2,2,522
CS3163,63,31,2413,3,5,5,355
CS3164,109,29,1916,2,5,5,255
CS3165,115,30,2202,2,5,5,255
CS3166,14,25,1697,5,5,5,555
CS3167,82,18,1345,2,3,3,233
CS3168,30,14,962,4,1,2,412
CS3169,45,14,1061,3,1,2,312
CS3170,137,18,1178,1,3,3,133
CS3171,113,16,1205,2,2,3,223
CS3172,78,22,1465,2,4,4,244
CS3173,10,17,1085,5,2,2,522
CS3174,50,23,1581,3,4,4,344
CS3175,55,13,954,3,1,2,312
CS3176,10,16,895,5,2,2,522
CS3177,45,18,1246,3,3,3,333
CS3178,43,21,1543,3,4,4,344
CS3179,62,24,1572,3,5,4,354
CS3180,119,25,1911,2,5,5,255
CS3181,210,22,1593,1,4,5,145
CS3182,24,25,1630,4,5,5,455
CS3183,73,21,1370,2,4,4,244
CS3184,24,20,1578,4,3,4,434
CS3185,153,13,939,1,1,2,112
CS3186,91,21,1581,2,4,4,244
CS3187,45,21,1487,3,4,4,344
CS3188,89,18,1188,2,3,3,233
CS3189,43,24,1652,3,5,5,355
CS3190,57,23,1684,3,4,5,345
CS3191,54,23,1478,3,4,4,344
CS3192,79,12,891,2,1,2,212
CS3193,1,19,1288,5,3,3,533
CS3194,16,22,1459,5,4,4,544
CS3195,15,27,1743,5,5,5,555
CS3196,87,22,1540,2,4,4,244
CS3197,140,16,1176,1,2,3,123
CS3198,25,24,1742,4,5,5,455
CS3199,45,24,1542,3,5,4,354
CS3200,145,14,1015,1,1,2,112
CS3201,90,26,2014,2,5,5,255
CS3202,61,21,1565,3,4,4,344
CS3203,93,18,1319,2,3,3,233
CS3204,55,19,1154,3,3,3,333
CS3205,0,23,1522,5,4,4,544
CS3206,2,18,1256,5,3,3,533
CS3207,35,20,1322,4,3,3,433
CS3208,212,15,1123,1,2,3,123
CS3209,53,23,1707,3,4,5,345
CS3210,44,24,1772,3,5,5,355
CS3211,36,11,741,4,1,2,412
CS3212,119,21,1689,2,4,5,245
CS3213,148,24,1446,1,5,4,154
CS3214,77,21,1464,2,4,4,244
CS3215,61,16,1128,3,2,3,323
CS3216,60,22,1597,3,4,5,345
CS3217,5,19,1506,5,3,4,534
CS3218,6,22,1717,5,4,5,545
CS3219,63,23,1654,3,4,5,345
CS3220,1,20,1429,5,3,4,534
CS3221,148,28,2159,1,5,5,155
CS3222,14,25,1828,5,5,5,555
CS3223,158,24,1699,1,5,5,155
CS3224,44,26,1751,3,5,5,355
CS3225,156,16,1204,1,2,3,123
CS3226,239,17,1183,1,2,3,123
CS3227,106,21,1545,2,4,4,244
CS3228,101,28,2047,2,5,5,255
CS3229,43,27,1754,3,5,5,355
CS3230,119,19,1222,2,3,3,233
CS3231,86,19,1314,2,3,3,233
CS3232,75,21,1562,2,4,4,244
CS3233,21,16,1177,4,2,3,423
CS3234,4,26,1707,5,5,5,555
CS3235,57,13,790,3,1,2,312
CS3236,3,15,995,5,2,2,522
CS3237,20,22,1545,4,4,4,444
CS3238,0,21,1529,5,4,4,544
CS3239,165,13,769,1,1,2,112
CS3240,108,16,1016,2,2,2,222
CS3241,108,17,1257,2,2,3,223
CS3242,54,24,1843,3,5,5,355
CS3243,83,18,1358,2,3,4,234
CS3244,213,15,1095,1,2,2,122
CS3245,134,20,1321,1,3,3,133
CS3246,19,15,1012,4,2,2,422
CS3247,150,21,1597,1,4,5,145
CS3248,55,14,823,3,1,2,312
CS3249,67,28,1868,3,5,5,355
CS3250,62,18,1217,3,3,3,333
CS3251,7,18,1162,5,3,3,533
CS3252,30,15,1039,4,2,2,422
CS3253,78,19,1241,2,3,3,233
CS3254,54,21,1443,3,4,4,344
CS3255,75,19,1197,2,3,3,233
CS3256,162,20,1384,1,3,4,134
CS3257,56,16,1135,3,2,3,323
CS3258,101,20,1348,2,3,4,234
CS3259,48,23,1674,3,4,5,345
CS3260,38,21,1654,4,4,5,445
CS3261,320,16,1047,1,2,2,122
CS3262,18,22,1555,4,4,4,444
CS3263,60,20,1415,3,3,4,334
CS3264,35,17,1271,4,2,3,423
CS3265,131,20,1292,1,3,3,133
CS3266,244,16,973,1,2,2,122
CS3267,73,20,1393,2,3,4,234
CS3268,147,22,1685,1,4,5,145
CS3269,135,13,882,1,1,2,112
CS3270,3,33,2349,5,5,5,555
CS3271,40,26,1747,3,5,5,355
CS3272,55,19,1393,3,3,4,334
CS3273,4,18,1190,5,3,3,533
CS3274,47,26,1824,3,5,5,355
CS3275,4,18,1126,5,3,3,533
CS3276,20,24,1626,4,5,5,455
CS3277,59,20,1431,3,3,4,334
CS3278,13,27,1866,5,5,5,555
CS3279,1,21,1331,5,4,3,543
CS3280,71,18,1253,3,3,3,333
CS3281,103,15,961,2,2,2,222
CS3282,27,17,1239,4,2,3,423
CS3283,69,20,1338,3,3,3,333
CS3284,33,17,1139,4,2,3,423
CS3285,206,21,1619,1,4,5,145
CS3286,77,18,1150,2,3,3,233
CS3287,23,19,1297,4,3,3,433
CS3288,211,21,1496,1,4,4,144
CS3289,69,26,1963,3,5,5,355
CS3290,57,23,1639,3,4,5,345
CS3291,27,26,1994,4,5,5,455
CS3292,35,21,1592,4,4,5,445
CS3293,139,14,1000,1,1,2,112
CS3294,0,18,1225,5,3,3,533
CS3295,68,23,1655,3,4,5,345
CS3296,38,24,1560,4,5,4,454
CS3297,126,15,979,2,2,2,222
CS3298,0,23,1574,5,4,4,544
CS3299,98,23,1509,2,4,4,244
CS3300,8,16,966,5,2,2,522
CS3301,79,25,1668,2,5,5,255
CS3302,31,24,1702,4,5,5,455
CS3303,77,13,834,2,1,2,212
CS3304,174,24,1634,1,5,5,155
CS3305,26,23,1549,4,4,4,444
CS3306,19,14,1018,4,1,2,412
CS3307,61,13,1037,3,1,2,312
CS3308,44,14,975,3,1,2,312
CS3309,62,16,1159,3,2,3,323
CS3310,96,22,1595,2,4,5,245
CS3311,40,26,1850,3,5,5,355
CS3312,190,13,937,1,1,2,112
CS3313,67,23,1561,3,4,4,344
CS3314,24,15,1048,4,2,2,422
CS3315,15,26,1805,5,5,5,555
CS3316,0,16,1176,5,2,3,523
CS3317,7,8,565,5,1,1,511
CS3318,201,19,1437,1,3,4,134
CS3319,47,14,833,3,1,2,312
CS3320,37,14,928,4,1,2,412
CS3321,3,22,1487,5,4,4,544
CS3322,48,23,1814,3,4,5,345
CS3323,78,17,1145,2,2,3,223
CS3324,20,27,1905,4,5,5,455
CS3325,128,19,1194,2,3,3,233
CS3326,70,23,1588,3,4,4,344
CS3327,208,26,1843,1,5,5,155
CS3328,59,18,1260,3,3,3,333
CS3329,163,18,1164,1,3,3,133
CS3330,48,23,1490,3,4,4,344
CS3331,264,16,1124,1,2,3,123
CS3332,56,18,1441,3,3,4,334
CS3333,52,18,1300,3,3,3,333
CS3334,33,20,1339,4,3,3,433
CS3335,2,22,1651,5,4,5,545
CS3336,11,17,1167,5,2,3,523
CS3337,169,25,1579,1,5,4,154
CS3338,41,16,1092,3,2,2,322
CS3339,14,26,1966,5,5,5,555
CS3340,23,21,1399,4,4,4,444
CS3341,44,15,970,3,2,2,322
CS3342,23,18,1348,4,3,4,434
CS3343,105,24,1600,2,5,5,255
CS3344,174,11,769,1,1,2,112
CS3345,69,19,1399,3,3,4,334
CS3346,240,18,1430,1,3,4,134
CS3347,85,19,1297,2,3,3,233
CS3348,21,28,2024,4,5,5,455
CS3349,85,20,1483,2,3,4,234
CS3350,5,18,1300,5,3,3,533
CS3351,79,20,1370,2,3,4,234
CS3352,49,16,1190,3,2,3,323
CS3353,7,26,1823,5,5,5,555
CS3354,41,16,963,3,2,2,322
CS3355,21,30,2118,4,5,5,455
CS3356,65,31,2221,3,5,5,355
CS3357,128,22,1482,2,4,4,244
CS3358,331,23,1613,1,4,5,145
CS3359,10,25,1712,5,5,5,555
CS3360,154,22,1410,1,4,4,144
CS3361,150,17,1225,1,2,3,123
CS3362,123,30,2303,2,5,5,255
CS3363,95,23,1570,2,4,4,244
CS3364,73,15,1082,2,2,2,222
CS3365,154,23,1747,1,4,5,145
CS3366,36,24,1869,4,5,5,455
CS3367,44,16,1274,3,2,3,323
CS3368,25,26,1658,4,5,5,455
CS3369,45,25,1731,3,5,5,355
CS3370,4,9,616,5,1,1,511
CS3371,61,25,1820,3,5,5,355
CS3372,11,23,1642,5,4,5,545
CS3373,0,25,1597,5,5,5,555
CS3374,65,18,1195,3,3,3,333
CS3375,69,18,1159,3,3,3,333
CS3376,21,18,1149,4,3,3,433
CS3377,60,23,1892,3,4,5,345
CS3378,96,10,749,2,1,2,212
CS3379,102,14,1078,2,1,2,212
CS3380,112,15,1114,2,2,3,223
CS3381,160,14,982,1,1,2,112
CS3382,12,24,1666,5,5,5,555
CS3383,15,26,1764,5,5,5,555
CS3384,9,21,1526,5,4,4,544
CS3385,56,13,778,3,1,2,312
CS3386,173,20,1430,1,3,4,134
CS3387,24,13,1064,4,1,2,412
CS3388,29,22,1337,4,4,3,443
CS3389,129,16,1132,1,2,3,123
CS3390,68,17,1208,3,2,3,323
CS3391,115,19,1459,2,3,4,234
CS3392,103,16,1169,2,2,3,223
CS3393,18,14,976,4,1,2,412
CS3394,78,17,1365,2,2,4,224
CS3395,29,11,637,4,1,1,411
CS3396,27,17,1102,4,2,3,423
CS3397,68,20,1406,3,3,4,334
CS3398,30,21,1581,4,4,4,444
CS3399,239,17,1206,1,2,3,123
CS3400,17,24,1615,5,5,5,555
CS3401,7,20,1460,5,3,4,534
CS3402,94,18,1246,2,3,3,233
CS3403,6,22,1536,5,4,4,544
CS3404,13,21,1545,5,4,4,544
CS3405,71,12,837,3,1,2,312
CS3406,65,23,1506,3,4,4,344
CS3407,61,15,1025,3,2,2,322
CS3408,6,21,1515,5,4,4,544
CS3409,31,27,2106,4,5,5,455
CS3410,6,26,1942,5,5,5,555
CS3411,14,21,1556,5,4,4,544
CS3412,129,18,1349,1,3,4,134
CS3413,6,13,936,5,1,2,512
CS3414,56,28,2105,3,5,5,355
CS3415,9,22,1682,5,4,5,545
CS3416,21,20,1441,4,3,4,434
CS3417,6,29,1954,5,5,5,555
CS3418,37,17,1200,4,2,3,423
CS3419,40,22,1635,3,4,5,345
CS3420,5,28,1768,5,5,5,555
CS3421,18,24,1617,4,5,5,455
CS3422,278,14,930,1,1,2,112
CS3423,26,17,1165,4,2,3,423
CS3424,26,17,1219,4,2,3,423
CS3425,22,20,1366,4,3,4,434
CS3426,46,28,1896,3,5,5,355
CS3427,14,16,1174,5,2,3,523
CS3428,142,22,1553,1,4,4,144
CS3429,147,22,1599,1,4,5,145
CS3430,63,15,1006,3,2,2,322
CS3431,117,22,1661,2,4,5,245
CS3432,69,16,1092,3,2,2,322
CS3433,19,20,1354,4,3,4,434
CS3434,180,21,1429,1,4,4,144
CS3435,41,16,1041,3,2,2,322
CS3436,113,17,1256,2,2,3,223
CS3437,38,17,1329,4,2,3,423
CS3438,200,17,1175,1,2,3,123
CS3439,42,21,1320,3,4,3,343
CS3440,12,29,1905,5,5,5,555
CS3441,81,26,1721,2,5,5,255
CS3442,9,26,1850,5,5,5,555
CS3443,149,16,1113,1,2,3,123
CS3444,62,20,1453,3,3,4,334
CS3445,239,13,839,1,1,2,112
CS3446,17,12,837,5,1,2,512
CS3447,90,24,1810,2,5,5,255
CS3448,41,21,1640,3,4,5,345
CS3449,61,16,1048,3,2,2,322
CS3450,167,23,1690,1,4,5,145
CS3451,13,23,1736,5,4,5,545
CS3452,13,24,1714,5,5,5,555
CS3453,28,25,1726,4,5,5,455
CS3454,35,21,1434,4,4,4,444
CS3455,291,21,1292,1,4,3,143
CS3456,67,23,1679,3,4,5,345
CS3457,35,14,1048,4,1,2,412
CS3458,3,18,1181,5,3,3,533
CS3459,60,21,1361,3,4,4,344
CS3460,53,19,1440,3,3,4,334
CS3461,38,15,997,4,2,2,422
CS3462,95,24,1843,2,5,5,255
CS3463,68,21,1500,3,4,4,344
CS3464,28,20,1321,4,3,3,433
CS3465,33,20,1286,4,3,3,433
CS3466,11,21,1429,5,4,4,544
CS3467,125,12,813,2,1,2,212
CS3468,65,24,1830,3,5,5,355
CS3469,82,22,1516,2,4,4,244
CS3470,62,30,2035,3,5,5,355
CS3471,126,21,1538,2,4,4,244
CS3472,73,17,1115,2,2,3,223
CS3473,66,20,1406,3,3,4,334
CS3474,84,17,1113,2,2,3,223
CS3475,64,25,1811,3,5,5,355
CS3476,77,18,1322,2,3,3,233
CS3477,69,31,1978,3,5,5,355
CS3478,8,21,1391,5,4,4,544
CS3479,15,14,1015,5,1,2,512
CS3480,6,27,1890,5,5,5,555
CS3481,11,24,1601,5,5,5,555
CS3482,81,17,1208,2,2,3,223
CS3483,116,29,1977,2,5,5,255
CS3484,153,13,867,1,1,2,112
CS3485,178,25,1633,1,5,5,155
CS3486,155,16,1147,1,2,3,123
CS3487,345,9,703,1,1,2,112
CS3488,43,22,1490,3,4,4,344
CS3489,30,19,1357,4,3,4,434
CS3490,7,18,1155,5,3,3,533
CS3491,19,18,1165,4,3,3,433
CS3492,8,26,1826,5,5,5,555
CS3493,171,20,1397,1,3,4,134
CS3494,76,15,1074,2,2,2,222
CS3495,151,19,1326,1,3,3,133
CS3496,35,16,1254,4,2,3,423
CS3497,96,11,900,2,1,2,212
CS3498,11,22,1480,5,4,4,544
CS3499,66,21,1330,3,4,3,343
CS3500,32,21,1495,4,4,4,444
CS3501,10,27,2083,5,5,5,555
CS3502,111,17,1057,2,2,2,222
CS3503,34,17,1143,4,2,3,423
CS3504,9,30,2207,5,5,5,555
CS3505,67,23,1627,3,4,5,345
CS3506,195,14,906,1,1,2,112
CS3507,20,15,1054,4,2,2,422
CS3508,45,20,1453,3,3,4,334
CS3509,51,28,2151,3,5,5,355
CS3510,64,23,1603,3,4,5,345
CS3511,8,20,1390,5,3,4,534
CS3512,8,16,1215,5,2,3,523
CS3513,135,15,1154,1,2,3,123
CS3514,61,20,1532,3,3,4,334
CS3515,44,25,1679,3,5,5,355
CS3516,18,14,941,4,1,2,412
CS3517,1,24,1654,5,5,5,555
CS3518,9,25,1560,5,5,4,554
CS3519,41,22,1668,3,4,5,345
CS3520,41,24,1678,3,5,5,355
CS3521,106,21,1506,2,4,4,244
CS3522,97,11,742,2,1,2,212
CS3523,8,17,1089,5,2,2,522
CS3524,41,22,1475,3,4,4,344
CS3525,57,17,1269,3,2,3,323
CS3526,10,24,1583,5,5,4,554
CS3527,43,17,1031,3,2,2,322
CS3528,134,21,1407,1,4,4,144
CS3529,112,21,1465,2,4,4,244
CS3530,111,30,2186,2,5,5,255
CS3531,34,22,1611,4,4,5,445
CS3532,258,14,1007,1,1,2,112
CS3533,55,19,1406,3,3,4,334
CS3534,52,15,1095,3,2,2,322
CS3535,87,19,1281,2,3,3,233
CS3536,96,21,1689,2,4,5,245
CS3537,328,15,1029,1,2,2,122
CS3538,38,12,934,4,1,2,412
CS3539,8,19,1406,5,3,4,534
CS3540,12,23,1646,5,4,5,545
CS3541,34,26,1932,4,5,5,455
CS3542,110,21,1595,2,4,5,245
CS3543,43,24,1676,3,5,5,355
CS3544,64,20,1444,3,3,4,334
CS3545,33,20,1368,4,3,4,434
